time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-08T16:55:37.350Z,36.1835,-117.8855,1.076,1.82,ml,18,57,0.1754,0.12,ci,ci37395624,2015-06-09T14:38:28.970Z,"15km SE of Olancha, California",earthquake
2015-06-08T16:54:14.000Z,63.3493,-150.2586,8.8,0.8,ml,,,,0.71,ak,ak11620266,2015-06-12T09:41:25.989Z,"65km W of Cantwell, Alaska",earthquake
2015-06-08T16:49:00.900Z,33.6791667,-116.7328333,15.78,0.68,ml,16,107,0.03551,0.11,ci,ci37395616,2015-06-09T15:07:04.764Z,"7km S of Idyllwild, California",earthquake
2015-06-08T16:26:59.000Z,63.5491,-150.7925,10.9,1.9,ml,,,,0.73,ak,ak11620250,2015-06-12T09:41:28.985Z,"93km WNW of Cantwell, Alaska",earthquake
2015-06-08T16:26:47.240Z,36.0031667,-120.5638333,5.17,0.89,md,31,94,0.02294,0.05,nc,nc72462901,2015-06-09T21:31:50.930Z,"23km SW of Coalinga, California",earthquake
2015-06-08T16:06:03.510Z,33.6936667,-116.7305,17.82,0.63,ml,17,123,0.02214,0.1,ci,ci37395608,2015-06-09T14:59:56.868Z,"5km SSW of Idyllwild, California",earthquake
2015-06-08T16:05:11.100Z,33.6428333,-116.7275,14.63,0.34,ml,15,83,0.05179,0.08,ci,ci37395600,2015-06-09T14:52:49.304Z,"11km S of Idyllwild, California",earthquake
2015-06-08T16:00:53.390Z,36.1243333,-117.8531667,3.536,1.19,ml,11,67,0.1202,0.09,ci,ci37395592,2015-06-09T14:38:45.819Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T15:59:57.200Z,35.7447,-97.5095,4.498,2.3,ml,,111,,0.75,us,us20002mzz,2015-06-15T04:24:21.845Z,"10km NNW of Edmond, Oklahoma",earthquake
2015-06-08T15:54:41.850Z,33.641,-116.7253333,14.13,0.45,ml,11,152,0.05721,0.06,ci,ci37395584,2015-06-08T18:56:20.495Z,"11km NNW of Anza, California",earthquake
2015-06-08T15:54:16.080Z,33.6425,-116.726,14.78,0.53,ml,12,82,0.05814,0.1,ci,ci37133116,2015-06-08T19:04:12.887Z,"11km S of Idyllwild, California",earthquake
2015-06-08T15:41:53.380Z,36.1858333,-117.8823333,4.29,0.45,ml,9,240,0.1731,0.14,ci,ci37395568,2015-06-08T18:40:22.514Z,"15km SE of Olancha, California",earthquake
2015-06-08T15:36:23.680Z,36.1295,-117.856,3.03,1.76,ml,30,54,0.1247,0.13,ci,ci37395560,2015-06-09T02:01:02.730Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T15:33:15.100Z,19.1275,-66.536,55,3.1,Md,6,291.6,0.646787,0.09,pr,pr15159003,2015-06-08T23:35:53.737Z,"73km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-06-08T15:28:32.400Z,36.1305,-117.8561667,2.9,2.94,ml,39,38,0.1256,0.12,ci,ci37395552,2015-06-08T22:55:20.280Z,"13km NE of Coso Junction, California",earthquake
2015-06-08T15:16:25.211Z,37.37,-117.1274,12.294,1.36,ml,16,107.46,0.394,0.1233,nn,nn00497726,2015-06-08T17:59:24.572Z,"38km SSE of Goldfield, Nevada",earthquake
2015-06-08T15:12:23.820Z,35.7601,-97.5217,8.75,2.7,mb_lg,,106,0.065,0.42,us,us20002pv9,2015-06-15T04:17:21.907Z,"12km NNW of Edmond, Oklahoma",earthquake
2015-06-08T15:10:35.230Z,38.8345,-122.7995,2.75,0.16,md,17,56,0.008147,0.03,nc,nc72462886,2015-06-13T00:17:19.700Z,"6km WNW of Cobb, California",earthquake
2015-06-08T15:08:27.200Z,36.4233,-97.7738,6.263,2.5,ml,,98,,0.26,us,us20002mzw,2015-06-15T04:17:40.054Z,"9km ENE of Enid, Oklahoma",earthquake
2015-06-08T15:06:20.870Z,36.7925,-121.5178333,6.33,0.82,md,19,78,0.029,0.07,nc,nc72462881,2015-06-09T23:25:35.420Z,"6km SSE of San Juan Bautista, California",earthquake
2015-06-08T15:01:04.540Z,-15.2654,-173.0783,22.41,5.3,mb,,41,1.844,0.76,us,us20002mxy,2015-06-08T23:03:48.962Z,"104km NE of Hihifo, Tonga",earthquake
2015-06-08T15:00:35.360Z,37.4271667,-118.569,13.58,1.23,md,15,88,0.07401,0.03,nc,nc72462871,2015-06-12T23:00:27.540Z,"12km NW of West Bishop, California",earthquake
2015-06-08T14:58:18.520Z,36.7236667,-121.304,6.73,0.9,md,15,117,0.03033,0.09,nc,nc72462866,2015-06-09T23:21:04.280Z,"11km SSE of Ridgemark, California",earthquake
2015-06-08T14:53:58.000Z,51.2374,178.239,8.4,2.4,ml,,,,0.47,ak,ak11623811,2015-06-15T23:48:55.285Z,"81km SSW of Little Sitkin Island, Alaska",earthquake
2015-06-08T14:53:05.000Z,62.2307,-150.6455,64.2,2.6,ml,,,,0.57,ak,ak11620172,2015-06-12T09:42:04.952Z,"29km WSW of Talkeetna, Alaska",earthquake
2015-06-08T14:48:03.300Z,36.4222,-97.774,5.552,2.8,ml,,126,,0.26,us,us20002myq,2015-06-08T17:05:08.336Z,"9km ENE of Enid, Oklahoma",earthquake
2015-06-08T14:47:23.930Z,37.2266667,-118.3626667,8.44,2.06,md,29,145,0.2021,0.06,nc,nc72462861,2015-06-13T03:21:09.340Z,"9km NW of Big Pine, California",earthquake
2015-06-08T14:44:55.000Z,59.6906,-150.7414,42,1.7,ml,,,,0.27,ak,ak11620171,2015-06-12T09:42:23.887Z,"31km E of Fritz Creek, Alaska",earthquake
2015-06-08T14:41:38.051Z,37.372,-117.1401,0,0.03,ml,4,311.84,0.401,0.1195,nn,nn00497853,2015-06-09T01:44:46.989Z,"38km SSE of Goldfield, Nevada",earthquake
2015-06-08T14:36:29.020Z,38.7898331,-122.7699966,4.34,1.18,md,22,75,0.0144,0.02,nc,nc72462856,2015-06-08T14:38:03.920Z,"1km NW of The Geysers, California",earthquake
2015-06-08T14:30:01.000Z,61.0776,-149.557,37.4,0.9,ml,,,,0.49,ak,ak11620161,2015-06-12T09:42:23.103Z,"24km SE of Anchorage, Alaska",earthquake
2015-06-08T14:28:47.000Z,52.3392,-176.0626,227.8,2.8,ml,,,,0.23,ak,ak11620159,2015-06-15T23:49:36.898Z,"65km NE of Adak, Alaska",earthquake
2015-06-08T14:19:42.000Z,53.9341,-166.3513,13.4,1.2,ml,,,,0.59,ak,ak11620156,2015-06-12T09:42:21.212Z,"13km ENE of Unalaska, Alaska",earthquake
2015-06-08T14:19:26.911Z,37.3561,-117.1291,13.7419,0.91,ml,12,206.95,0.384,0.0851,nn,nn00497720,2015-06-09T02:41:29.629Z,"40km SSE of Goldfield, Nevada",earthquake
2015-06-08T14:14:15.253Z,37.3677,-117.1253,6.7962,0.35,ml,6,310.5,0.392,0.1405,nn,nn00497849,2015-06-09T02:46:33.810Z,"39km SSE of Goldfield, Nevada",earthquake
2015-06-08T14:13:29.910Z,38.8011665,-122.7348328,1.06,0.57,md,7,101,0.01691,0.02,nc,nc72462846,2015-06-08T14:15:04.750Z,"2km SSW of Cobb, California",earthquake
2015-06-08T14:10:21.030Z,12.9887,145.6885,35,4.8,mb,,169,0.997,0.68,us,us20002mxh,2015-06-08T22:13:04.693Z,"105km SE of Yigo Village, Guam",earthquake
2015-06-08T14:07:47.754Z,37.3208,-114.6625,3.5939,1.01,ml,4,151.71,0.321,0.053,nn,nn00497848,2015-06-09T02:46:27.516Z,"35km SSW of Caliente, Nevada",earthquake
2015-06-08T14:07:23.100Z,41.5638333,-111.7006667,7.59,0.78,md,8,156,0.11,0.11,uu,uu60113627,2015-06-10T16:07:50.060Z,"14km ESE of Hyrum, Utah",earthquake
2015-06-08T14:04:58.250Z,13.0259,146.0826,45.07,4.9,mb,,94,1.307,0.87,us,us20002mxg,2015-06-08T22:07:26.629Z,"140km ESE of Yigo Mayor's Office, Guam",earthquake
2015-06-08T14:04:18.000Z,63.4924,-146.6797,6.2,1.1,ml,,,,0.75,ak,ak11620152,2015-06-12T09:41:30.348Z,"76km SW of Delta Junction, Alaska",earthquake
2015-06-08T13:55:21.880Z,36.1905,-117.8701667,6.3,1.16,ml,22,50,0.1631,0.24,ci,ci37395544,2015-06-09T21:34:25.001Z,"16km SE of Olancha, California",earthquake
2015-06-08T13:53:22.590Z,38.8186667,-122.7613333,2.55,0.29,md,13,53,0.01356,0.02,nc,nc72462841,2015-06-10T02:07:51.220Z,"3km W of Cobb, California",earthquake
2015-06-08T13:49:47.300Z,18.5778,-68.7734,183,4.1,Md,21,169.2,0.37729242,0.18,pr,pr15159002,2015-06-08T21:52:29.149Z,"8km WSW of Salvaleon de Higuey, Dominican Republic",earthquake
2015-06-08T13:48:43.000Z,56.5691,-156.3968,46.4,1.9,ml,7,165.5999868,,0.88,ak,ak11623804,2015-06-12T09:42:46.949Z,"95km NNW of Chirikof Island, Alaska",earthquake
2015-06-08T13:41:01.000Z,52.1141,-175.9337,181.3,2.3,ml,,,,0.28,ak,ak11623803,2015-06-15T23:48:54.688Z,"56km ENE of Adak, Alaska",earthquake
2015-06-08T13:37:41.550Z,34.427,-118.6413333,5.59,1.31,ml,33,83,0.02452,0.21,ci,ci37395536,2015-06-09T01:01:08.665Z,"7km SSW of Castaic, California",earthquake
2015-06-08T13:35:54.320Z,-5.9787,130.5954,139.25,4.3,mb,,131,2.109,0.25,us,us20002mx6,2015-06-08T21:38:31.952Z,"232km NNW of Saumlaki, Indonesia",earthquake
2015-06-08T13:24:23.470Z,46.2695,151.8961,65.21,4.7,mb,,132,6.331,0.56,us,us20002mx4,2015-06-08T21:26:56.267Z,Kuril Islands,earthquake
2015-06-08T13:20:16.000Z,36.3916,-98.6607,4.027,3.9,ml,,130,,0.49,us,us20002mx0,2015-06-14T02:37:55.176Z,"21km NW of Fairview, Oklahoma",earthquake
2015-06-08T13:09:04.990Z,38.8193333,-122.7835,3.02,0.22,md,10,64,0.006452,0.04,nc,nc72462836,2015-06-10T00:16:46.040Z,"5km W of Cobb, California",earthquake
2015-06-08T13:01:03.840Z,33.5743333,-115.902,8.07,1.29,ml,42,50,0.04114,0.17,ci,ci37395528,2015-06-09T00:54:23.750Z,"6km NNE of North Shore, California",earthquake
2015-06-08T12:58:33.510Z,1.4695,-90.8995,10,4.7,mb,,146,2.215,0.86,us,us20002mwz,2015-06-22T07:59:52.905Z,"251km NNW of Puerto Ayora, Ecuador",earthquake
2015-06-08T12:56:24.520Z,37.2955,-121.6746667,4.28,1.88,md,59,56,0.03647,0.05,nc,nc72462831,2015-06-09T17:14:45.730Z,"14km E of Seven Trees, California",earthquake
2015-06-08T12:54:41.000Z,61.3166,-152.2701,2.8,0.9,ml,,,,0.29,ak,ak11620117,2015-06-12T09:41:33.151Z,"87km NW of Nikiski, Alaska",earthquake
2015-06-08T12:42:00.600Z,45.3338,-112.6086,10.5,1.4,mc,9,147.5999882,0.0296444,0.09,mb,mb15380972,2015-06-10T19:31:25.082Z,"13km N of Dillon, Montana",earthquake
2015-06-08T12:40:26.000Z,62.1386,-150.6618,4.9,0.9,ml,,,,0.67,ak,ak11620093,2015-06-12T09:41:32.063Z,"35km SW of Talkeetna, Alaska",earthquake
2015-06-08T12:39:16.000Z,63.2733,-151.1549,14.1,0.5,ml,6,133.1999893,,0.31,ak,ak11623800,2015-06-12T09:42:45.220Z,"111km W of Cantwell, Alaska",earthquake
2015-06-08T12:36:13.400Z,36.1275,-97.5722,5.787,2.9,ml,,95,,0.59,us,us20002n1c,2015-06-22T06:55:52.114Z,"19km N of Crescent, Oklahoma",earthquake
2015-06-08T12:22:06.936Z,37.1107,-116.7448,2.7383,-0.09,ml,10,148.3,0.038,0.1623,nn,nn00497902,2015-06-09T14:49:56.109Z,"22km N of Beatty, Nevada",earthquake
2015-06-08T12:11:55.680Z,33.776,-115.7135,8.155,1.31,ml,28,165,0.09249,0.18,ci,ci37395512,2015-06-08T14:06:29.640Z,"30km WNW of Desert Center, California",earthquake
2015-06-08T12:05:46.220Z,37.4326667,-118.5701667,13.9,1.01,md,17,88,0.07955,0.04,nc,nc72462821,2015-06-12T22:59:26.750Z,"12km NW of West Bishop, California",earthquake
2015-06-08T12:04:19.695Z,37.6456,-115.0316,0,1,ml,4,132.45,0.24,0.1626,nn,nn00497711,2015-06-09T02:40:43.666Z,"33km NNE of Alamo, Nevada",earthquake
2015-06-08T12:03:58.660Z,13.8298,146.753,19.51,4.3,mb,,97,1.672,0.2,us,us10002k1p,2015-06-20T15:04:55.470Z,"171km ESE of Rota, Northern Mariana Islands",earthquake
2015-06-08T12:01:44.680Z,38.8145,-122.8206667,3.83,1.37,md,51,35,0.008709,0.07,nc,nc72462801,2015-06-11T01:43:41.168Z,"6km NW of The Geysers, California",earthquake
2015-06-08T12:01:32.550Z,37.429,-118.5701667,13.19,1.8,md,25,89,0.0759,0.04,nc,nc72462811,2015-06-09T23:42:39.260Z,"12km NW of West Bishop, California",earthquake
2015-06-08T11:56:19.390Z,55.4684,-135.0018,10,3.1,ml,,,,0.81,us,us10002kae,2015-06-19T17:04:31.602Z,"117km W of Craig, Alaska",earthquake
2015-06-08T11:52:08.530Z,37.3465,-113.8025,0.61,1.24,md,9,81,0.123,0.13,uu,uu60113622,2015-06-08T16:30:04.360Z,"22km NNW of Ivins, Utah",earthquake
2015-06-08T11:45:09.310Z,38.793,-122.8046667,3.91,1.29,md,53,38,0.004831,0.06,nc,nc72462796,2015-06-10T22:25:26.680Z,"4km WNW of The Geysers, California",earthquake
2015-06-08T11:38:03.120Z,38.8395004,-122.8258362,2.62,0.43,md,7,122,0.007592,0.02,nc,nc72462791,2015-06-08T11:39:39.630Z,"9km WNW of Cobb, California",earthquake
2015-06-08T11:37:59.110Z,1.5365,-90.8031,10,4.7,mb,,144,2.256,0.73,us,us20002mwp,2015-06-19T18:57:02.478Z,"256km N of Puerto Ayora, Ecuador",earthquake
2015-06-08T11:36:23.070Z,19.8763333,-155.2253333,40.29,2.04,md,39,217,0.1085,0.09,hv,hv60955861,2015-06-08T22:22:23.090Z,"13km WNW of Pepeekeo, Hawaii",earthquake
2015-06-08T11:33:13.460Z,19.4074993,-155.2806702,1.54,2.05,ml,26,43,0.004516,0.15,hv,hv60955856,2015-06-08T11:38:55.160Z,"5km WSW of Volcano, Hawaii",earthquake
2015-06-08T11:29:30.000Z,54.015,-163.6822,41.5,2.5,ml,,,,0.26,us,us20002p9p,2015-06-19T16:45:23.531Z,"94km S of False Pass, Alaska",earthquake
2015-06-08T11:16:21.780Z,34.1055,-116.9445,5.102,1.12,ml,42,61,0.0139,0.2,ci,ci37395496,2015-06-08T14:06:06.472Z,"12km NE of Yucaipa, California",earthquake
2015-06-08T11:10:24.140Z,-23.438,179.9041,539.84,4.7,mb,,95,5.923,0.65,us,us10002k1n,2015-06-19T16:22:48.286Z,South of the Fiji Islands,earthquake
2015-06-08T11:07:09.000Z,63.5234,-151.06,8.5,1.1,ml,,,,0.6,ak,ak11620061,2015-06-12T09:41:35.133Z,"106km W of Cantwell, Alaska",earthquake
2015-06-08T11:00:27.270Z,33.6005,-116.8155,9.428,0.55,ml,21,50,0.0399,0.13,ci,ci37395488,2015-06-08T14:06:36.950Z,"14km WNW of Anza, California",earthquake
2015-06-08T10:54:56.550Z,38.7435,-122.918,1.95,1.2,md,29,98,0.07168,0.05,nc,nc72462786,2015-06-10T02:06:27.563Z,"11km SE of Cloverdale, California",earthquake
2015-06-08T10:47:20.940Z,-2.5613,67.942,10,5.1,mb,,28,6.587,0.95,us,us20002mwk,2015-06-08T18:49:52.519Z,Carlsberg Ridge,earthquake
2015-06-08T10:34:09.000Z,59.8356,-152.0949,70.2,1.2,ml,9,154.7999876,,0.29,ak,ak11623796,2015-06-12T09:42:44.131Z,"16km WNW of Anchor Point, Alaska",earthquake
2015-06-08T10:24:53.820Z,39.162,-123.1641667,7.21,1.68,md,16,102,0.115,0.04,nc,nc72462761,2015-06-10T00:20:17.000Z,"3km ENE of Ukiah, California",earthquake
2015-06-08T10:18:51.800Z,44.8678,-113.7588,9.8,1.6,mc,19,165.5999868,0.4599374,0.24,mb,mb15854821,2015-06-10T19:31:19.892Z,"35km SSE of Salmon, Idaho",earthquake
2015-06-08T10:16:46.241Z,39.0576,-118.95,8.6818,1.47,ml,16,117.66,0.237,0.1342,nn,nn00497705,2015-06-09T02:40:32.176Z,"20km ENE of Yerington, Nevada",earthquake
2015-06-08T10:13:10.290Z,-36.2474,-100.5441,33.8,4.7,mb,,94,23.84,0.59,us,us20002mwj,2015-06-08T18:15:49.680Z,Southeast of Easter Island,earthquake
2015-06-08T10:11:57.470Z,13.1177,145.9385,50.22,4.9,mb,,211,1.142,1.31,us,us20002mwh,2015-06-08T18:14:29.091Z,"122km ESE of Yigo Village, Guam",earthquake
2015-06-08T10:05:19.810Z,36.0003333,-117.4251667,4.06,0.81,ml,17,57,0.1571,0.16,ci,ci37395480,2015-06-08T16:47:13.049Z,"26km N of Searles Valley, California",earthquake
2015-06-08T10:00:44.590Z,19.4156667,-155.634,3.84,2.74,ml,43,150,0.0142,0.1,hv,hv60955771,2015-06-08T22:10:24.734Z,"24km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-06-08T10:00:07.000Z,53.6891,-164.9876,44.7,1.8,ml,17,251.9999798,,0.3,ak,ak11623795,2015-06-12T09:42:43.424Z,"71km SE of Akutan, Alaska",earthquake
2015-06-08T09:53:24.000Z,58.1539,-151.2443,47,2.2,ml,,,,0.88,ak,ak11620057,2015-06-12T09:41:34.253Z,"79km ENE of Kodiak, Alaska",earthquake
2015-06-08T09:51:01.000Z,61.4222,-151.4787,74.9,1.4,ml,24,50.39999597,,0.65,ak,ak11623793,2015-06-12T09:42:42.626Z,"81km W of Big Lake, Alaska",earthquake
2015-06-08T09:31:00.000Z,63.5383,-147.4145,3.2,1.5,ml,,,,0.75,ak,ak11620037,2015-06-12T09:41:36.865Z,"78km ENE of Cantwell, Alaska",earthquake
2015-06-08T09:29:36.250Z,37.656,-118.8246667,3.49,0.76,md,19,80,0.02009,0.08,nc,nc72462751,2015-06-09T17:42:34.890Z,"13km E of Mammoth Lakes, California",earthquake
2015-06-08T09:28:52.170Z,37.6523333,-118.8278333,3.02,0.5,md,13,161,0.01571,0.03,nc,nc72462756,2015-06-08T20:09:49.730Z,"12km E of Mammoth Lakes, California",earthquake
2015-06-08T09:27:00.000Z,60.014,-147.5386,11,1.2,ml,8,219.5999824,,0.3,ak,ak11623791,2015-06-12T09:42:41.616Z,"93km NW of Middleton Island, Alaska",earthquake
2015-06-08T09:24:56.080Z,36.1843333,-117.8851667,1.69,1.34,ml,29,41,0.1755,0.14,ci,ci37395472,2015-06-09T00:32:57.317Z,"15km SE of Olancha, California",earthquake
2015-06-08T09:21:40.400Z,33.5131667,-116.5016667,16.412,0.33,ml,15,99,0.05055,0.16,ci,ci37395464,2015-06-08T14:06:57.088Z,"17km ESE of Anza, California",earthquake
2015-06-08T09:18:44.000Z,61.4107,-149.9909,36.3,1.8,ml,,,,0.58,ak,ak11620034,2015-06-12T09:41:36.049Z,"12km S of Big Lake, Alaska",earthquake
2015-06-08T09:04:09.250Z,37.5723333,-118.8318333,6.43,0.48,md,15,272,0.0178,0.02,nc,nc72462746,2015-06-08T20:02:18.350Z,"14km SE of Mammoth Lakes, California",earthquake
2015-06-08T08:44:03.000Z,62.3763,-142.5652,3.1,1.2,ml,,,,0.7,ak,ak11620033,2015-06-15T23:48:59.017Z,"109km SSE of Tok, Alaska",earthquake
2015-06-08T08:31:34.000Z,65.4722,-154.4437,14.2,1.8,ml,9,194.3999844,,0.81,ak,ak11623788,2015-06-12T09:42:41.020Z,"95km NNE of Ruby, Alaska",earthquake
2015-06-08T08:25:30.000Z,60.1999,-141.3889,0,1.6,ml,,,,0.64,ak,ak11620031,2015-06-12T09:41:38.580Z,"59km ENE of Cape Yakataga, Alaska",earthquake
2015-06-08T08:24:35.230Z,37.653,-118.8228333,4.76,1.41,md,22,84,0.01824,0.07,nc,nc72462741,2015-06-09T17:47:34.490Z,"13km E of Mammoth Lakes, California",earthquake
2015-06-08T08:15:41.510Z,33.5253333,-116.736,4.901,0.49,ml,18,87,0.03998,0.08,ci,ci37395456,2015-06-08T14:06:59.457Z,"7km WSW of Anza, California",earthquake
2015-06-08T08:11:11.920Z,33.708,-116.7568333,17.5,0.8,ml,39,68,0.03571,0.11,ci,ci37395448,2015-06-09T21:14:07.170Z,"5km SW of Idyllwild, California",earthquake
2015-06-08T08:02:37.000Z,61.4127,-146.6061,14.1,1.4,ml,,,,0.72,ak,ak11620028,2015-06-12T09:41:37.797Z,"34km NNW of Valdez, Alaska",earthquake
2015-06-08T07:57:55.000Z,57.3453,-137.4029,28.4,2.8,ml,,,,0.86,ak,ak11620026,2015-06-15T23:49:18.141Z,"129km WNW of Sitka, Alaska",earthquake
2015-06-08T07:26:54.000Z,54.7666,-161.932,82.1,2.5,ml,6,208.7999833,,0.18,ak,ak11623784,2015-06-12T09:44:08.423Z,"68km SE of Cold Bay, Alaska",earthquake
2015-06-08T07:26:24.800Z,33.489,-116.4411667,15.32,0.79,ml,20,134,0.03666,0.16,ci,ci37250141,2015-06-09T00:19:40.994Z,"23km ESE of Anza, California",earthquake
2015-06-08T07:26:18.140Z,33.4911667,-116.439,14.89,0.64,ml,26,88,0.03401,0.14,ci,ci37395440,2015-06-09T00:10:47.010Z,"23km SSW of La Quinta, California",earthquake
2015-06-08T07:17:54.650Z,36.1273333,-117.8548333,3.66,0.84,ml,19,66,0.1228,0.1,ci,ci37395432,2015-06-08T16:54:22.914Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T07:06:24.070Z,31.6175,-116.0356667,6.42,2.5,ml,15,184,0.7505,0.24,ci,ci37395424,2015-06-08T19:16:52.271Z,"52km ESE of Maneadero, B.C., MX",earthquake
2015-06-08T06:55:17.520Z,33.5216667,-116.7361667,3.93,1.46,ml,65,21,0.04363,0.18,ci,ci37395408,2015-06-09T00:41:10.170Z,"7km WSW of Anza, California",earthquake
2015-06-08T06:47:30.000Z,63.0744,-150.7134,107.5,1,ml,10,93.59999251,,0.37,ak,ak11623783,2015-06-12T09:42:39.194Z,"89km NNW of Talkeetna, Alaska",earthquake
2015-06-08T06:47:23.000Z,60.1134,-141.3696,0,1.3,ml,,,,0.54,ak,ak11620012,2015-06-15T23:49:01.684Z,"59km E of Cape Yakataga, Alaska",earthquake
2015-06-08T06:40:50.000Z,61.6287,-146.4678,29.2,1,ml,11,93.59999251,,0.58,ak,ak11623781,2015-06-12T09:42:38.152Z,"55km N of Valdez, Alaska",earthquake
2015-06-08T06:36:36.160Z,2.4663,128.2601,140.71,4.6,mb,,129,1.905,1.08,us,us20002mvs,2015-06-08T14:39:16.929Z,"86km NNE of Tobelo, Indonesia",earthquake
2015-06-08T06:30:54.580Z,35.7555,-97.5174,7.56,2,ml,,106,0.065,0.34,us,us20002pue,2015-06-15T02:07:17.915Z,"11km NNW of Edmond, Oklahoma",earthquake
2015-06-08T06:27:49.789Z,39.3513,-120.0102,7.6676,0.79,ml,19,61.45,0.062,0.1668,nn,nn00497701,2015-06-09T02:40:08.352Z,"11km NNW of Incline Village, Nevada",earthquake
2015-06-08T06:25:29.740Z,36.1256667,-117.8556667,3.59,0.7,ml,17,66,0.121,0.1,ci,ci37395400,2015-06-08T17:35:02.145Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:24:14.000Z,63.2056,-151.3482,14.2,1.1,ml,,,,0.55,ak,ak11620010,2015-06-12T09:41:40.244Z,"116km NNW of Talkeetna, Alaska",earthquake
2015-06-08T06:23:36.196Z,39.3496,-120.0032,6.7336,0.97,ml,15,61.99,0.063,0.095,nn,nn00497700,2015-06-09T02:39:45.541Z,"11km NNW of Incline Village, Nevada",earthquake
2015-06-08T06:22:20.850Z,36.1268333,-117.8546667,3.61,0.79,ml,17,66,0.1223,0.11,ci,ci37395392,2015-06-08T17:40:38.333Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:20:53.690Z,36.1305,-117.8628333,1.786,1.11,ml,19,64,0.1245,0.2,ci,ci37395384,2015-06-08T14:07:38.718Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:18:03.030Z,33.376,-116.8695,16.628,1.05,ml,39,42,0.02305,0.16,ci,ci37395376,2015-06-08T14:07:59.659Z,"2km NNW of Palomar Observatory, California",earthquake
2015-06-08T06:15:31.650Z,36.1315,-117.8635,1.926,1.7,ml,25,62,0.1254,0.16,ci,ci37395368,2015-06-08T14:08:01.427Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:11:21.410Z,36.1306667,-117.8565,2.86,2.08,ml,41,34,0.1257,0.14,ci,ci37395352,2015-06-09T00:01:27.290Z,"13km NE of Coso Junction, California",earthquake
2015-06-08T06:09:21.230Z,37.6558333,-118.8268333,2.91,0.47,md,13,160,0.01923,0.07,nc,nc72462716,2015-06-08T18:55:38.050Z,"12km E of Mammoth Lakes, California",earthquake
2015-06-08T06:01:08.370Z,41.5324,142.0004,47,6.1,mwb,,67,0.99,1.04,us,us20002mvq,2015-06-14T00:27:55.667Z,"70km ENE of Mutsu, Japan",earthquake
2015-06-08T05:52:38.200Z,18.2495,-66.8564,35,1.9,Md,4,151.2,0.13744224,0.2,pr,pr15159001,2015-06-08T07:41:12.170Z,"5km SSE of Lares, Puerto Rico",earthquake
2015-06-08T05:52:29.860Z,33.782,-115.7096667,7.795,1.36,ml,33,98,0.09499,0.17,ci,ci37395336,2015-06-08T14:09:03.320Z,"30km WNW of Desert Center, California",earthquake
2015-06-08T05:44:52.000Z,51.4917,-178.3841,13.3,2,ml,12,197.9999842,,0.3,ak,ak11623779,2015-06-12T09:43:02.158Z,"46km SSW of Tanaga Volcano, Alaska",earthquake
2015-06-08T05:41:00.620Z,36.1813333,-117.8908333,0.031,0.93,ml,11,78,0.1732,0.19,ci,ci37395328,2015-06-08T14:08:53.115Z,"15km SE of Olancha, California",earthquake
2015-06-08T05:39:02.900Z,36.5446667,-121.1316667,4.13,2.1,md,67,42,0.01685,0.06,nc,nc72462711,2015-06-09T21:22:04.964Z,"21km NE of Soledad, California",earthquake
2015-06-08T05:34:46.700Z,17.4601,-63.5615,157,3.7,Md,6,316.8,1.38340554,0.25,pr,pr15159000,2015-06-08T13:37:27.636Z,"37km WSW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2015-06-08T05:14:06.430Z,36.1836667,-117.8878333,1.276,1.2,ml,12,77,0.1777,0.18,ci,ci37395312,2015-06-08T14:09:09.486Z,"15km SE of Olancha, California",earthquake
2015-06-08T05:12:59.720Z,36.1856667,-117.8881667,2.19,0.64,ml,15,58,0.1776,0.08,ci,ci37395320,2015-06-08T17:46:59.356Z,"15km SE of Olancha, California",earthquake
2015-06-08T05:08:23.410Z,-24.7053,179.8393,522.95,4.4,mb,,119,7.123,0.73,us,us20002mvj,2015-06-08T13:10:59.186Z,South of the Fiji Islands,earthquake
2015-06-08T05:07:54.510Z,38.0351667,-118.825,6.86,1.69,md,36,94,0.04613,0.07,nc,nc72462701,2015-06-09T02:39:28.232Z,"43km SE of Bridgeport, California",earthquake
2015-06-08T05:04:28.200Z,33.2921667,-116.7431667,16.533,1,ml,41,40,0.05754,0.16,ci,ci37395304,2015-06-08T14:09:27.556Z,"6km NNE of Lake Henshaw, California",earthquake
2015-06-08T05:03:57.000Z,60.2476,-141.5237,0,1.1,ml,,,,0.84,ak,ak11619990,2015-06-12T09:41:43.139Z,"54km ENE of Cape Yakataga, Alaska",earthquake
2015-06-08T04:58:38.610Z,38.8146667,-122.8209991,2.84,1.02,md,21,47,0.008623,0.04,nc,nc72462691,2015-06-08T05:00:13.990Z,"6km NW of The Geysers, California",earthquake
